id,name,city,state,zip,type,status,county,countyfips,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,max_volt,min_volt,max_infer,min_infer
200001,INGLEDOW,SURREY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.16,-122.87,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",2,500,500,Y,Y
200002,WHALLEY,SURREY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.19,-122.84,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200003,CAMBIE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.19,-123.06,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200004,KNIGHT STREET,VANCOUVER,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.21,-123.08,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200005,ARNOTT,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.09,-123.04,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200006,RUSKIN,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.19,-122.41,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200007,MERIDIAN,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.31,-122.81,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200008,MCLELLAN,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.1,-122.68,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200009,NICOLA,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.18,-120.39,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200010,CLOVERDALE,SURREY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.1,-122.71,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200011,WHITE ROCK,WHITE ROCK,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.03,-122.79,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200012,KIDD NO. 1,VANCOUVER,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.21,-123.12,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200013,ANNACIS ISLAND,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.17,-122.94,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200014,SCOTT ROAD,SURREY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.18,-122.89,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200015,PORT HARDY,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.71,-127.5,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200016,KEOGH,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.6,-127.29,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200017,JEUNE LANDING,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.44,-127.49,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200018,MARBLE RIVER HATCH,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.52,-127.43,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200019,PORT MCNEILL,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.57,-127.08,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200020,BEAVER COVE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.52,-126.88,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200026,LADORE FALLS,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.02,-125.39,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200027,JOHN HART,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.04,-125.31,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200028,ELK FALLS MILL,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.07,-125.28,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200029,CAMPBELL RIVER,CAMPBELL RIVER,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.02,-125.25,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200030,CAMPBELL RIVER TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.02,-125.31,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200021,WOSS,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.22,-126.59,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200022,GOLD RIVER,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.79,-126.06,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200023,TAHSIS VILLAGE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.92,-126.65,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200024,GOLD R. PULP,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.68,-126.13,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200031,ISLAND COGEN,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50.07,-125.28,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200032,OYSTER RIVER,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.9,-125.25,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200033,PUNTLEDGE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.69,-125.03,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200034,COMOX TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.68,-125.05,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200035,PUNTLEDGE TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.68,-125.04,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200036,COMOX,COURTENAY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.71,-124.97,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200037,DUNSMUIR,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.39,-124.67,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200025,STRATHCONA,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,50,-125.58,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200038,PORT ALBERNI,PORT ALBERNI,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.25,-124.81,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200039,ASH RIVER,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.37,-125.15,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200040,GREAT CENTRAL,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.32,-124.96,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200041,LONG BEACH,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49,-125.58,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200042,NILE CREEK TERMINAL,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.42,-124.64,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200043,SAHTLAM,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.81,-123.8,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200044,JINGLE POT,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.17,-124.02,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200045,NORTHFIELD,NANAIMO,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.19,-124,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200046,HARWOOD TAP,NANAIMO,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.13,-123.97,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200047,HAREWOOD,NANAIMO,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.13,-123.93,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200048,HARMAC,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.14,-123.86,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200049,NEXEN CHEMICALS,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.14,-123.87,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200050,NEXEN TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.13,-123.87,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200051,LADYSMITH,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.98,-123.82,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200052,LADYSMITH TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.98,-123.82,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200053,VANCOUVER ISLAND,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.83,-123.72,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200054,LAKE COWICHAN,LAKE COWICHAN,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.82,-124.06,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200055,PREVOST,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.82,-123.74,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200056,CROFTON,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.87,-123.65,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200057,KOKSILAH,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.76,-123.71,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200058,KOKSILAH TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.74,-123.72,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200059,SNE - SANSUM N ELEC,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.77,-123.57,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200060,PIKE LAKE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.49,-123.46,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200061,GOWARD,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.49,-123.42,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200062,JORDAN RIVER,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.43,-124.05,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200063,SOOKE TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.4,-123.68,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200064,COLWOOD TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.45,-123.55,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200065,COLWOOD,LANGFORD,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.44,-123.51,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200066,BURNETT RD,VIEW ROYAL,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.46,-123.44,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200067,ESQUIMALT,ESQUIMALT,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.44,-123.4,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200068,HORSEY,VICTORIA,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.44,-123.37,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200069,GEORGE TRIPP,SAANICH,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.47,-123.36,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200070,KEATING,CENTRAL SAANICH,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.57,-123.41,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200071,SIDNEY,NORTH SAANICH,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.63,-123.42,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200072,TRINCOMALI,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.85,-123.43,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200073,SALTSPRING TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.86,-123.52,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
200074,DELTAPORT TAP,NOT AVAILABLE,BC,NOT AVAILABLE,TAP,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.02,-123.16,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
